n, <eps> [J], <|m|>
   1.042300e+02,  -5.544816e-03,   8.069028e-02
   1.042325e+02,  -5.548520e-03,   8.069219e-02
   1.042350e+02,  -5.552224e-03,   8.069409e-02
   1.042375e+02,  -5.555929e-03,   8.069599e-02
   1.042400e+02,  -5.559633e-03,   8.069789e-02
   1.042425e+02,  -5.562857e-03,   8.069931e-02
   1.042450e+02,  -5.566081e-03,   8.070074e-02
   1.042475e+02,  -5.569784e-03,   8.070264e-02
   1.042500e+02,  -5.573967e-03,   8.070502e-02
   1.042525e+02,  -5.578150e-03,   8.070740e-02
   1.042550e+02,  -5.582332e-03,   8.070978e-02
   1.042575e+02,  -5.586035e-03,   8.071168e-02
   1.042600e+02,  -5.590217e-03,   8.071406e-02
   1.042625e+02,  -5.593919e-03,   8.071596e-02
   1.042650e+02,  -5.597142e-03,   8.071739e-02
   1.042675e+02,  -5.599885e-03,   8.071833e-02
   1.042700e+02,  -5.602628e-03,   8.071927e-02
   1.042725e+02,  -5.604891e-03,   8.071973e-02
   1.042750e+02,  -5.607154e-03,   8.072019e-02
   1.042775e+02,  -5.609417e-03,   8.072066e-02
   1.042800e+02,  -5.612159e-03,   8.072160e-02
   1.042825e+02,  -5.614422e-03,   8.072206e-02
   1.042850e+02,  -5.616205e-03,   8.072204e-02
   1.042875e+02,  -5.617988e-03,   8.072203e-02
   1.042900e+02,  -5.619771e-03,   8.072201e-02
   1.042925e+02,  -5.621554e-03,   8.072199e-02
   1.042950e+02,  -5.623337e-03,   8.072197e-02
   1.042975e+02,  -5.624640e-03,   8.072148e-02
   1.043000e+02,  -5.625464e-03,   8.072050e-02
   1.043025e+02,  -5.626288e-03,   8.071952e-02
   1.043050e+02,  -5.627112e-03,   8.071855e-02
   1.043075e+02,  -5.627457e-03,   8.071709e-02
   1.043100e+02,  -5.628280e-03,   8.071612e-02
   1.043125e+02,  -5.629104e-03,   8.071514e-02
   1.043150e+02,  -5.629928e-03,   8.071417e-02
   1.043175e+02,  -5.631231e-03,   8.071367e-02
   1.043200e+02,  -5.632534e-03,   8.071317e-02
   1.043225e+02,  -5.633837e-03,   8.071268e-02
   1.043250e+02,  -5.634660e-03,   8.071170e-02
   1.043275e+02,  -5.635963e-03,   8.071120e-02
   1.043300e+02,  -5.637745e-03,   8.071119e-02
   1.043325e+02,  -5.639527e-03,   8.071117e-02
   1.043350e+02,  -5.641787e-03,   8.071163e-02
   1.043375e+02,  -5.643569e-03,   8.071162e-02
   1.043400e+02,  -5.644871e-03,   8.071112e-02
   1.043425e+02,  -5.646653e-03,   8.071110e-02
   1.043450e+02,  -5.648434e-03,   8.071109e-02
   1.043475e+02,  -5.650216e-03,   8.071107e-02
   1.043500e+02,  -5.651997e-03,   8.071105e-02
   1.043525e+02,  -5.654257e-03,   8.071151e-02
   1.043550e+02,  -5.656996e-03,   8.071245e-02
   1.043575e+02,  -5.660215e-03,   8.071388e-02
   1.043600e+02,  -5.663433e-03,   8.071530e-02
   1.043625e+02,  -5.667130e-03,   8.071719e-02
   1.043650e+02,  -5.670348e-03,   8.071861e-02
   1.043675e+02,  -5.673565e-03,   8.072003e-02
   1.043700e+02,  -5.676304e-03,   8.072098e-02
   1.043725e+02,  -5.679042e-03,   8.072192e-02
   1.043750e+02,  -5.681780e-03,   8.072286e-02
   1.043775e+02,  -5.684997e-03,   8.072428e-02
   1.043800e+02,  -5.688214e-03,   8.072570e-02
   1.043825e+02,  -5.691431e-03,   8.072712e-02
   1.043850e+02,  -5.695126e-03,   8.072901e-02
   1.043875e+02,  -5.699301e-03,   8.073139e-02
   1.043900e+02,  -5.702996e-03,   8.073329e-02
   1.043925e+02,  -5.707170e-03,   8.073567e-02
   1.043950e+02,  -5.711344e-03,   8.073804e-02
   1.043975e+02,  -5.715517e-03,   8.074042e-02
   1.044000e+02,  -5.719691e-03,   8.074280e-02
   1.044025e+02,  -5.723864e-03,   8.074518e-02
   1.044050e+02,  -5.727558e-03,   8.074707e-02
   1.044075e+02,  -5.730773e-03,   8.074849e-02
   1.044100e+02,  -5.734467e-03,   8.075039e-02
   1.044125e+02,  -5.738639e-03,   8.075277e-02
   1.044150e+02,  -5.743290e-03,   8.075562e-02
   1.044175e+02,  -5.747941e-03,   8.075848e-02
   1.044200e+02,  -5.752592e-03,   8.076133e-02
   1.044225e+02,  -5.757242e-03,   8.076418e-02
   1.044250e+02,  -5.761413e-03,   8.076656e-02
   1.044275e+02,  -5.766063e-03,   8.076941e-02
   1.044300e+02,  -5.771192e-03,   8.077275e-02
   1.044325e+02,  -5.775841e-03,   8.077560e-02
   1.044350e+02,  -5.780491e-03,   8.077846e-02
   1.044375e+02,  -5.785619e-03,   8.078179e-02
   1.044400e+02,  -5.790746e-03,   8.078512e-02
   1.044425e+02,  -5.795873e-03,   8.078845e-02
   1.044450e+02,  -5.801001e-03,   8.079179e-02
   1.044475e+02,  -5.805649e-03,   8.079464e-02
   1.044500e+02,  -5.809818e-03,   8.079701e-02
   1.044525e+02,  -5.814466e-03,   8.079987e-02
   1.044550e+02,  -5.819113e-03,   8.080272e-02
   1.044575e+02,  -5.823282e-03,   8.080509e-02
   1.044600e+02,  -5.827450e-03,   8.080747e-02
   1.044625e+02,  -5.831140e-03,   8.080936e-02
   1.044650e+02,  -5.834829e-03,   8.081126e-02
   1.044675e+02,  -5.838518e-03,   8.081315e-02
   1.044700e+02,  -5.842686e-03,   8.081553e-02
   1.044725e+02,  -5.846853e-03,   8.081790e-02
   1.044750e+02,  -5.850542e-03,   8.081979e-02
   1.044775e+02,  -5.854230e-03,   8.082169e-02
   1.044800e+02,  -5.858397e-03,   8.082406e-02
   1.044825e+02,  -5.862564e-03,   8.082643e-02
   1.044850e+02,  -5.866730e-03,   8.082881e-02
   1.044875e+02,  -5.870897e-03,   8.083118e-02
   1.044900e+02,  -5.874584e-03,   8.083307e-02
   1.044925e+02,  -5.878272e-03,   8.083497e-02
   1.044950e+02,  -5.881959e-03,   8.083686e-02
   1.044975e+02,  -5.886124e-03,   8.083923e-02
   1.045000e+02,  -5.890290e-03,   8.084161e-02
   1.045025e+02,  -5.893976e-03,   8.084350e-02
   1.045050e+02,  -5.897184e-03,   8.084492e-02
   1.045075e+02,  -5.900392e-03,   8.084633e-02
   1.045100e+02,  -5.903122e-03,   8.084727e-02
   1.045125e+02,  -5.906329e-03,   8.084868e-02
   1.045150e+02,  -5.909537e-03,   8.085010e-02
   1.045175e+02,  -5.912266e-03,   8.085103e-02
   1.045200e+02,  -5.914994e-03,   8.085197e-02
   1.045225e+02,  -5.918201e-03,   8.085338e-02
   1.045250e+02,  -5.921887e-03,   8.085528e-02
   1.045275e+02,  -5.926050e-03,   8.085765e-02
   1.045300e+02,  -5.930213e-03,   8.086002e-02
   1.045325e+02,  -5.934376e-03,   8.086239e-02
   1.045350e+02,  -5.938539e-03,   8.086476e-02
   1.045375e+02,  -5.942701e-03,   8.086713e-02
   1.045400e+02,  -5.946864e-03,   8.086950e-02
   1.045425e+02,  -5.951026e-03,   8.087187e-02
   1.045450e+02,  -5.954710e-03,   8.087377e-02
   1.045475e+02,  -5.957915e-03,   8.087518e-02
   1.045500e+02,  -5.960642e-03,   8.087611e-02
   1.045525e+02,  -5.963847e-03,   8.087753e-02
   1.045550e+02,  -5.967052e-03,   8.087894e-02
   1.045575e+02,  -5.970256e-03,   8.088036e-02
   1.045600e+02,  -5.973461e-03,   8.088177e-02
   1.045625e+02,  -5.976187e-03,   8.088270e-02
   1.045650e+02,  -5.978435e-03,   8.088316e-02
   1.045675e+02,  -5.980683e-03,   8.088362e-02
   1.045700e+02,  -5.982931e-03,   8.088408e-02
   1.045725e+02,  -5.985178e-03,   8.088453e-02
   1.045750e+02,  -5.987426e-03,   8.088499e-02
   1.045775e+02,  -5.989195e-03,   8.088497e-02
   1.045800e+02,  -5.990486e-03,   8.088447e-02
   1.045825e+02,  -5.991777e-03,   8.088397e-02
   1.045850e+02,  -5.993068e-03,   8.088347e-02
   1.045875e+02,  -5.993881e-03,   8.088249e-02
   1.045900e+02,  -5.995172e-03,   8.088199e-02
   1.045925e+02,  -5.996463e-03,   8.088150e-02
   1.045950e+02,  -5.997753e-03,   8.088100e-02
   1.045975e+02,  -5.999044e-03,   8.088050e-02
   1.046000e+02,  -6.000813e-03,   8.088048e-02
   1.046025e+02,  -6.002581e-03,   8.088046e-02
   1.046050e+02,  -6.004828e-03,   8.088091e-02
   1.046075e+02,  -6.007552e-03,   8.088185e-02
   1.046100e+02,  -6.010276e-03,   8.088278e-02
   1.046125e+02,  -6.013478e-03,   8.088419e-02
   1.046150e+02,  -6.017158e-03,   8.088609e-02
   1.046175e+02,  -6.021315e-03,   8.088845e-02
   1.046200e+02,  -6.025473e-03,   8.089082e-02
   1.046225e+02,  -6.029152e-03,   8.089271e-02
   1.046250e+02,  -6.032831e-03,   8.089460e-02
   1.046275e+02,  -6.036510e-03,   8.089649e-02
   1.046300e+02,  -6.040188e-03,   8.089838e-02
   1.046325e+02,  -6.043389e-03,   8.089979e-02
   1.046350e+02,  -6.046589e-03,   8.090121e-02
   1.046375e+02,  -6.049312e-03,   8.090214e-02
   1.046400e+02,  -6.052034e-03,   8.090307e-02
   1.046425e+02,  -6.054757e-03,   8.090401e-02
   1.046450e+02,  -6.057479e-03,   8.090494e-02
   1.046475e+02,  -6.060201e-03,   8.090588e-02
   1.046500e+02,  -6.062445e-03,   8.090633e-02
   1.046525e+02,  -6.064689e-03,   8.090679e-02
   1.046550e+02,  -6.066933e-03,   8.090725e-02
   1.046575e+02,  -6.068699e-03,   8.090722e-02
   1.046600e+02,  -6.070942e-03,   8.090768e-02
   1.046625e+02,  -6.073664e-03,   8.090861e-02
   1.046650e+02,  -6.075907e-03,   8.090907e-02
   1.046675e+02,  -6.078150e-03,   8.090953e-02
   1.046700e+02,  -6.080871e-03,   8.091046e-02
   1.046725e+02,  -6.083592e-03,   8.091139e-02
   1.046750e+02,  -6.086790e-03,   8.091280e-02
   1.046775e+02,  -6.089511e-03,   8.091374e-02
   1.046800e+02,  -6.092709e-03,   8.091515e-02
   1.046825e+02,  -6.095429e-03,   8.091608e-02
   1.046850e+02,  -6.097672e-03,   8.091654e-02
   1.046875e+02,  -6.100392e-03,   8.091747e-02
   1.046900e+02,  -6.102634e-03,   8.091793e-02
   1.046925e+02,  -6.105354e-03,   8.091886e-02
   1.046950e+02,  -6.108073e-03,   8.091979e-02
   1.046975e+02,  -6.110315e-03,   8.092025e-02
   1.047000e+02,  -6.112557e-03,   8.092070e-02
   1.047025e+02,  -6.114799e-03,   8.092116e-02
   1.047050e+02,  -6.117040e-03,   8.092161e-02
   1.047075e+02,  -6.119759e-03,   8.092255e-02
   1.047100e+02,  -6.122001e-03,   8.092300e-02
   1.047125e+02,  -6.123765e-03,   8.092298e-02
   1.047150e+02,  -6.126006e-03,   8.092344e-02
   1.047175e+02,  -6.127769e-03,   8.092341e-02
   1.047200e+02,  -6.129533e-03,   8.092339e-02
   1.047225e+02,  -6.131296e-03,   8.092337e-02
   1.047250e+02,  -6.132582e-03,   8.092287e-02
   1.047275e+02,  -6.133391e-03,   8.092189e-02
   1.047300e+02,  -6.134199e-03,   8.092092e-02
   1.047325e+02,  -6.135007e-03,   8.091994e-02
   1.047350e+02,  -6.135816e-03,   8.091896e-02
   1.047375e+02,  -6.137101e-03,   8.091846e-02
   1.047400e+02,  -6.138864e-03,   8.091844e-02
   1.047425e+02,  -6.140627e-03,   8.091842e-02
   1.047450e+02,  -6.142390e-03,   8.091840e-02
   1.047475e+02,  -6.144630e-03,   8.091885e-02
   1.047500e+02,  -6.146870e-03,   8.091931e-02
   1.047525e+02,  -6.148633e-03,   8.091929e-02
   1.047550e+02,  -6.149918e-03,   8.091879e-02
   1.047575e+02,  -6.151680e-03,   8.091877e-02
   1.047600e+02,  -6.152965e-03,   8.091827e-02
   1.047625e+02,  -6.154250e-03,   8.091777e-02
   1.047650e+02,  -6.155058e-03,   8.091679e-02
   1.047675e+02,  -6.155865e-03,   8.091582e-02
   1.047700e+02,  -6.157150e-03,   8.091532e-02
   1.047725e+02,  -6.158435e-03,   8.091482e-02
   1.047750e+02,  -6.160197e-03,   8.091480e-02
   1.047775e+02,  -6.162436e-03,   8.091525e-02
   1.047800e+02,  -6.164674e-03,   8.091571e-02
   1.047825e+02,  -6.166913e-03,   8.091616e-02
   1.047850e+02,  -6.169629e-03,   8.091709e-02
   1.047875e+02,  -6.171868e-03,   8.091755e-02
   1.047900e+02,  -6.173629e-03,   8.091753e-02
   1.047925e+02,  -6.175390e-03,   8.091751e-02
   1.047950e+02,  -6.176674e-03,   8.091701e-02
   1.047975e+02,  -6.177481e-03,   8.091603e-02
   1.048000e+02,  -6.178765e-03,   8.091553e-02
   1.048025e+02,  -6.180526e-03,   8.091551e-02
   1.048050e+02,  -6.182287e-03,   8.091549e-02
   1.048075e+02,  -6.184047e-03,   8.091547e-02
   1.048100e+02,  -6.186285e-03,   8.091592e-02
   1.048125e+02,  -6.188523e-03,   8.091638e-02
   1.048150e+02,  -6.190760e-03,   8.091683e-02
   1.048175e+02,  -6.193475e-03,   8.091776e-02
   1.048200e+02,  -6.196189e-03,   8.091870e-02
   1.048225e+02,  -6.198426e-03,   8.091915e-02
   1.048250e+02,  -6.200186e-03,   8.091913e-02
   1.048275e+02,  -6.202423e-03,   8.091958e-02
   1.048300e+02,  -6.204183e-03,   8.091956e-02
   1.048325e+02,  -6.205943e-03,   8.091954e-02
   1.048350e+02,  -6.208179e-03,   8.092000e-02
   1.048375e+02,  -6.210416e-03,   8.092045e-02
   1.048400e+02,  -6.212652e-03,   8.092091e-02
   1.048425e+02,  -6.214889e-03,   8.092136e-02
   1.048450e+02,  -6.217125e-03,   8.092182e-02
   1.048475e+02,  -6.218884e-03,   8.092179e-02
   1.048500e+02,  -6.220166e-03,   8.092129e-02
   1.048525e+02,  -6.221449e-03,   8.092080e-02
   1.048550e+02,  -6.222254e-03,   8.091982e-02
   1.048575e+02,  -6.223059e-03,   8.091884e-02
   1.048600e+02,  -6.224341e-03,   8.091835e-02
   1.048625e+02,  -6.225623e-03,   8.091785e-02
   1.048650e+02,  -6.226905e-03,   8.091735e-02
   1.048675e+02,  -6.227710e-03,   8.091637e-02
   1.048700e+02,  -6.228992e-03,   8.091587e-02
   1.048725e+02,  -6.230751e-03,   8.091585e-02
   1.048750e+02,  -6.232509e-03,   8.091583e-02
   1.048775e+02,  -6.234744e-03,   8.091629e-02
   1.048800e+02,  -6.236979e-03,   8.091674e-02
   1.048825e+02,  -6.239214e-03,   8.091720e-02
   1.048850e+02,  -6.241926e-03,   8.091813e-02
   1.048875e+02,  -6.244161e-03,   8.091858e-02
   1.048900e+02,  -6.246395e-03,   8.091904e-02
   1.048925e+02,  -6.249106e-03,   8.091997e-02
   1.048950e+02,  -6.251817e-03,   8.092090e-02
   1.048975e+02,  -6.254528e-03,   8.092183e-02
   1.049000e+02,  -6.256762e-03,   8.092228e-02
   1.049025e+02,  -6.258996e-03,   8.092274e-02
   1.049050e+02,  -6.260754e-03,   8.092272e-02
   1.049075e+02,  -6.262511e-03,   8.092270e-02
   1.049100e+02,  -6.264268e-03,   8.092267e-02
   1.049125e+02,  -6.266501e-03,   8.092313e-02
   1.049150e+02,  -6.268735e-03,   8.092358e-02
   1.049175e+02,  -6.271445e-03,   8.092451e-02
   1.049200e+02,  -6.274631e-03,   8.092592e-02
   1.049225e+02,  -6.277817e-03,   8.092733e-02
   1.049250e+02,  -6.281004e-03,   8.092874e-02
   1.049275e+02,  -6.284189e-03,   8.093014e-02
   1.049300e+02,  -6.286899e-03,   8.093107e-02
   1.049325e+02,  -6.289608e-03,   8.093201e-02
   1.049350e+02,  -6.292793e-03,   8.093341e-02
   1.049375e+02,  -6.296455e-03,   8.093530e-02
   1.049400e+02,  -6.299640e-03,   8.093670e-02
   1.049425e+02,  -6.303302e-03,   8.093859e-02
   1.049450e+02,  -6.307439e-03,   8.094095e-02
   1.049475e+02,  -6.311101e-03,   8.094283e-02
   1.049500e+02,  -6.314761e-03,   8.094471e-02
   1.049525e+02,  -6.317946e-03,   8.094612e-02
   1.049550e+02,  -6.321606e-03,   8.094800e-02
   1.049575e+02,  -6.325267e-03,   8.094989e-02
   1.049600e+02,  -6.329403e-03,   8.095224e-02
   1.049625e+02,  -6.333063e-03,   8.095413e-02
   1.049650e+02,  -6.336247e-03,   8.095553e-02
   1.049675e+02,  -6.339430e-03,   8.095694e-02
   1.049700e+02,  -6.342614e-03,   8.095835e-02
   1.049725e+02,  -6.345320e-03,   8.095928e-02
   1.049750e+02,  -6.348503e-03,   8.096068e-02
   1.049775e+02,  -6.351686e-03,   8.096209e-02
   1.049800e+02,  -6.354392e-03,   8.096302e-02
   1.049825e+02,  -6.357099e-03,   8.096395e-02
   1.049850e+02,  -6.359805e-03,   8.096488e-02
   1.049875e+02,  -6.362511e-03,   8.096581e-02
   1.049900e+02,  -6.365217e-03,   8.096674e-02
   1.049925e+02,  -6.367446e-03,   8.096719e-02
   1.049950e+02,  -6.369199e-03,   8.096717e-02
   1.049975e+02,  -6.370952e-03,   8.096714e-02
   1.050000e+02,  -6.372229e-03,   8.096664e-02
   1.050025e+02,  -6.373030e-03,   8.096567e-02
   1.050050e+02,  -6.373830e-03,   8.096469e-02
   1.050075e+02,  -6.374155e-03,   8.096324e-02
   1.050100e+02,  -6.374003e-03,   8.096131e-02
   1.050125e+02,  -6.374327e-03,   8.095986e-02
   1.050150e+02,  -6.374176e-03,   8.095794e-02
   1.050175e+02,  -6.374024e-03,   8.095601e-02
   1.050200e+02,  -6.373872e-03,   8.095408e-02
   1.050225e+02,  -6.373721e-03,   8.095215e-02
   1.050250e+02,  -6.373569e-03,   8.095023e-02
   1.050275e+02,  -6.373417e-03,   8.094830e-02
   1.050300e+02,  -6.372789e-03,   8.094685e-02
   1.050325e+02,  -6.372162e-03,   8.094540e-02
   1.050350e+02,  -6.372010e-03,   8.094347e-02
   1.050375e+02,  -6.372334e-03,   8.094202e-02
   1.050400e+02,  -6.372659e-03,   8.094057e-02
   1.050425e+02,  -6.372983e-03,   8.093912e-02
   1.050450e+02,  -6.373783e-03,   8.093815e-02
   1.050475e+02,  -6.374584e-03,   8.093717e-02
   1.050500e+02,  -6.374908e-03,   8.093572e-02
   1.050525e+02,  -6.375232e-03,   8.093427e-02
   1.050550e+02,  -6.375556e-03,   8.093282e-02
   1.050575e+02,  -6.375880e-03,   8.093137e-02
   1.050600e+02,  -6.376205e-03,   8.092992e-02
   1.050625e+02,  -6.376053e-03,   8.092800e-02
   1.050650e+02,  -6.375901e-03,   8.092607e-02
   1.050675e+02,  -6.375750e-03,   8.092415e-02
   1.050700e+02,  -6.376074e-03,   8.092270e-02
   1.050725e+02,  -6.376874e-03,   8.092172e-02
   1.050750e+02,  -6.377674e-03,   8.092075e-02
   1.050775e+02,  -6.378474e-03,   8.091978e-02
   1.050800e+02,  -6.379749e-03,   8.091928e-02
   1.050825e+02,  -6.380549e-03,   8.091830e-02
   1.050850e+02,  -6.381825e-03,   8.091781e-02
   1.050875e+02,  -6.382624e-03,   8.091683e-02
   1.050900e+02,  -6.382948e-03,   8.091538e-02
   1.050925e+02,  -6.383272e-03,   8.091394e-02
   1.050950e+02,  -6.383596e-03,   8.091249e-02
   1.050975e+02,  -6.383920e-03,   8.091104e-02
   1.051000e+02,  -6.384244e-03,   8.090959e-02
   1.051025e+02,  -6.384092e-03,   8.090766e-02
   1.051050e+02,  -6.384416e-03,   8.090622e-02
   1.051075e+02,  -6.384740e-03,   8.090477e-02
   1.051100e+02,  -6.384588e-03,   8.090284e-02
   1.051125e+02,  -6.383960e-03,   8.090139e-02
   1.051150e+02,  -6.383333e-03,   8.089995e-02
   1.051175e+02,  -6.382705e-03,   8.089850e-02
   1.051200e+02,  -6.381602e-03,   8.089752e-02
   1.051225e+02,  -6.380499e-03,   8.089655e-02
   1.051250e+02,  -6.379396e-03,   8.089558e-02
   1.051275e+02,  -6.378769e-03,   8.089413e-02
   1.051300e+02,  -6.378617e-03,   8.089221e-02
   1.051325e+02,  -6.378466e-03,   8.089028e-02
   1.051350e+02,  -6.378790e-03,   8.088884e-02
   1.051375e+02,  -6.379114e-03,   8.088739e-02
   1.051400e+02,  -6.379913e-03,   8.088642e-02
   1.051425e+02,  -6.380712e-03,   8.088544e-02
   1.051450e+02,  -6.381512e-03,   8.088447e-02
   1.051475e+02,  -6.382786e-03,   8.088398e-02
   1.051500e+02,  -6.384537e-03,   8.088395e-02
   1.051525e+02,  -6.386762e-03,   8.088441e-02
   1.051550e+02,  -6.388512e-03,   8.088439e-02
   1.051575e+02,  -6.390262e-03,   8.088437e-02
   1.051600e+02,  -6.391537e-03,   8.088387e-02
   1.051625e+02,  -6.392811e-03,   8.088337e-02
   1.051650e+02,  -6.394561e-03,   8.088335e-02
   1.051675e+02,  -6.395835e-03,   8.088286e-02
   1.051700e+02,  -6.396634e-03,   8.088188e-02
   1.051725e+02,  -6.397433e-03,   8.088091e-02
   1.051750e+02,  -6.398232e-03,   8.087994e-02
   1.051775e+02,  -6.399506e-03,   8.087944e-02
   1.051800e+02,  -6.400780e-03,   8.087895e-02
   1.051825e+02,  -6.401578e-03,   8.087798e-02
   1.051850e+02,  -6.402377e-03,   8.087701e-02
   1.051875e+02,  -6.402700e-03,   8.087556e-02
   1.051900e+02,  -6.403023e-03,   8.087411e-02
   1.051925e+02,  -6.403346e-03,   8.087267e-02
   1.051950e+02,  -6.403194e-03,   8.087074e-02
   1.051975e+02,  -6.403042e-03,   8.086882e-02
   1.052000e+02,  -6.402890e-03,   8.086690e-02
   1.052025e+02,  -6.403213e-03,   8.086545e-02
   1.052050e+02,  -6.404011e-03,   8.086448e-02
   1.052075e+02,  -6.404809e-03,   8.086351e-02
   1.052100e+02,  -6.406083e-03,   8.086302e-02
   1.052125e+02,  -6.407356e-03,   8.086252e-02
   1.052150e+02,  -6.408630e-03,   8.086202e-02
   1.052175e+02,  -6.410378e-03,   8.086200e-02
   1.052200e+02,  -6.412602e-03,   8.086246e-02
   1.052225e+02,  -6.414350e-03,   8.086244e-02
   1.052250e+02,  -6.416574e-03,   8.086289e-02
   1.052275e+02,  -6.418322e-03,   8.086287e-02
   1.052300e+02,  -6.419595e-03,   8.086238e-02
   1.052325e+02,  -6.420868e-03,   8.086188e-02
   1.052350e+02,  -6.422140e-03,   8.086138e-02
   1.052375e+02,  -6.423413e-03,   8.086089e-02
   1.052400e+02,  -6.424686e-03,   8.086039e-02
   1.052425e+02,  -6.425483e-03,   8.085942e-02
   1.052450e+02,  -6.426281e-03,   8.085845e-02
   1.052475e+02,  -6.427078e-03,   8.085748e-02
   1.052500e+02,  -6.428351e-03,   8.085699e-02
   1.052525e+02,  -6.429148e-03,   8.085602e-02
   1.052550e+02,  -6.429946e-03,   8.085505e-02
   1.052575e+02,  -6.430743e-03,   8.085408e-02
   1.052600e+02,  -6.431065e-03,   8.085263e-02
   1.052625e+02,  -6.431387e-03,   8.085119e-02
   1.052650e+02,  -6.431710e-03,   8.084974e-02
   1.052675e+02,  -6.432032e-03,   8.084829e-02
   1.052700e+02,  -6.432354e-03,   8.084685e-02
   1.052725e+02,  -6.432676e-03,   8.084540e-02
   1.052750e+02,  -6.432999e-03,   8.084396e-02
   1.052775e+02,  -6.432846e-03,   8.084204e-02
   1.052800e+02,  -6.432693e-03,   8.084012e-02
   1.052825e+02,  -6.432540e-03,   8.083820e-02
   1.052850e+02,  -6.431913e-03,   8.083676e-02
   1.052875e+02,  -6.430810e-03,   8.083579e-02
   1.052900e+02,  -6.430183e-03,   8.083434e-02
   1.052925e+02,  -6.430030e-03,   8.083242e-02
   1.052950e+02,  -6.430352e-03,   8.083098e-02
   1.052975e+02,  -6.430199e-03,   8.082906e-02
   1.053000e+02,  -6.430047e-03,   8.082714e-02
   1.053025e+02,  -6.429894e-03,   8.082522e-02
   1.053050e+02,  -6.430216e-03,   8.082378e-02
   1.053075e+02,  -6.431013e-03,   8.082281e-02
   1.053100e+02,  -6.431810e-03,   8.082184e-02
   1.053125e+02,  -6.432607e-03,   8.082087e-02
   1.053150e+02,  -6.433404e-03,   8.081990e-02
   1.053175e+02,  -6.433726e-03,   8.081846e-02
   1.053200e+02,  -6.434048e-03,   8.081701e-02
   1.053225e+02,  -6.434370e-03,   8.081557e-02
   1.053250e+02,  -6.434692e-03,   8.081413e-02
   1.053275e+02,  -6.435014e-03,   8.081268e-02
   1.053300e+02,  -6.435336e-03,   8.081124e-02
   1.053325e+02,  -6.435658e-03,   8.080980e-02
   1.053350e+02,  -6.435505e-03,   8.080788e-02
   1.053375e+02,  -6.435352e-03,   8.080596e-02
   1.053400e+02,  -6.435674e-03,   8.080452e-02
   1.053425e+02,  -6.435996e-03,   8.080308e-02
   1.053450e+02,  -6.435843e-03,   8.080116e-02
   1.053475e+02,  -6.435691e-03,   8.079924e-02
   1.053500e+02,  -6.435063e-03,   8.079780e-02
   1.053525e+02,  -6.434436e-03,   8.079636e-02
   1.053550e+02,  -6.433334e-03,   8.079539e-02
   1.053575e+02,  -6.432232e-03,   8.079442e-02
   1.053600e+02,  -6.431131e-03,   8.079345e-02
   1.053625e+02,  -6.430503e-03,   8.079201e-02
   1.053650e+02,  -6.429876e-03,   8.079057e-02
   1.053675e+02,  -6.429249e-03,   8.078912e-02
   1.053700e+02,  -6.429097e-03,   8.078721e-02
   1.053725e+02,  -6.429419e-03,   8.078577e-02
   1.053750e+02,  -6.429741e-03,   8.078432e-02
   1.053775e+02,  -6.430537e-03,   8.078336e-02
   1.053800e+02,  -6.431808e-03,   8.078286e-02
   1.053825e+02,  -6.432604e-03,   8.078189e-02
   1.053850e+02,  -6.433875e-03,   8.078140e-02
   1.053875e+02,  -6.435146e-03,   8.078091e-02
   1.053900e+02,  -6.436891e-03,   8.078089e-02
   1.053925e+02,  -6.438636e-03,   8.078087e-02
   1.053950e+02,  -6.439906e-03,   8.078038e-02
   1.053975e+02,  -6.441651e-03,   8.078036e-02
   1.054000e+02,  -6.442921e-03,   8.077987e-02
   1.054025e+02,  -6.444191e-03,   8.077937e-02
   1.054050e+02,  -6.445462e-03,   8.077888e-02
   1.054075e+02,  -6.447206e-03,   8.077886e-02
   1.054100e+02,  -6.448951e-03,   8.077885e-02
   1.054125e+02,  -6.450695e-03,   8.077883e-02
   1.054150e+02,  -6.452439e-03,   8.077881e-02
   1.054175e+02,  -6.453709e-03,   8.077832e-02
   1.054200e+02,  -6.454504e-03,   8.077735e-02
   1.054225e+02,  -6.454826e-03,   8.077591e-02
   1.054250e+02,  -6.454673e-03,   8.077399e-02
   1.054275e+02,  -6.454520e-03,   8.077208e-02
   1.054300e+02,  -6.454367e-03,   8.077016e-02
   1.054325e+02,  -6.453739e-03,   8.076872e-02
   1.054350e+02,  -6.452638e-03,   8.076775e-02
   1.054375e+02,  -6.451536e-03,   8.076679e-02
   1.054400e+02,  -6.450909e-03,   8.076535e-02
   1.054425e+02,  -6.450282e-03,   8.076391e-02
   1.054450e+02,  -6.449655e-03,   8.076246e-02
   1.054475e+02,  -6.449028e-03,   8.076102e-02
   1.054500e+02,  -6.448401e-03,   8.075958e-02
   1.054525e+02,  -6.447300e-03,   8.075862e-02
   1.054550e+02,  -6.446673e-03,   8.075718e-02
   1.054575e+02,  -6.446520e-03,   8.075526e-02
   1.054600e+02,  -6.446367e-03,   8.075335e-02
   1.054625e+02,  -6.446214e-03,   8.075143e-02
   1.054650e+02,  -6.446062e-03,   8.074952e-02
   1.054675e+02,  -6.445909e-03,   8.074761e-02
   1.054700e+02,  -6.446230e-03,   8.074617e-02
   1.054725e+02,  -6.446551e-03,   8.074473e-02
   1.054750e+02,  -6.446399e-03,   8.074281e-02
